DATE,DISTRICT,LAT,LON,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
6/15/2000,Kathmandu,27.7,85.3,11.44,83.39,14.17,71.4,21.96,16.21,26.47,18.34,8.13,23.67,2.16,4.15,0.56,3.59,2.11,3.35,0.83,2.52
6/16/2000,Kathmandu,27.7,85.3,12.45,83.37,15.1,74.22,22.35,17.2,27.52,17.68,9.85,24.3,2.38,5.05,0.34,4.7,2.24,4.18,0.52,3.66
6/17/2000,Kathmandu,27.7,85.3,18.76,83.36,16.17,76.35,23.0,18.22,27.31,18.87,8.44,24.49,1.97,4.03,0.35,3.68,1.83,3.23,0.44,2.79
6/18/2000,Kathmandu,27.7,85.3,7.63,83.4,16.29,77.56,22.87,18.26,27.39,19.74,7.65,24.19,2.43,4.68,0.31,4.37,2.43,4.34,0.43,3.91
6/19/2000,Kathmandu,27.7,85.3,0.74,83.46,15.88,77.38,22.5,18.01,26.64,18.9,7.75,24.03,2.67,5.18,0.48,4.7,2.76,5.04,0.78,4.26
6/20/2000,Kathmandu,27.7,85.3,2.9,83.46,15.8,78.62,22.16,17.89,25.89,19.27,6.62,23.66,2.29,4.57,0.28,4.29,2.24,4.06,0.3,3.76
6/21/2000,Kathmandu,27.7,85.3,12.19,83.39,16.68,86.87,21.39,18.75,24.37,19.12,5.26,22.34,2.74,5.81,0.56,5.24,2.97,5.67,0.95,4.72
6/22/2000,Kathmandu,27.7,85.3,9.96,83.43,16.56,92.21,20.31,18.54,22.24,18.84,3.41,20.86,2.31,3.16,1.18,1.98,2.76,3.95,1.91,2.04
6/23/2000,Kathmandu,27.7,85.3,0.78,83.36,14.81,79.86,20.84,16.81,25.56,17.47,8.09,22.47,2.41,4.25,0.96,3.29,2.59,3.88,1.58,2.3
6/24/2000,Kathmandu,27.7,85.3,3.76,83.2,14.72,76.2,21.47,16.77,26.17,17.34,8.82,23.07,2.59,4.76,0.84,3.91,2.78,4.25,1.28,2.96
6/25/2000,Kathmandu,27.7,85.3,6.55,83.27,14.81,75.52,21.72,16.87,26.1,18.35,7.74,22.76,2.4,4.58,0.56,4.03,2.52,4.1,0.77,3.33
6/26/2000,Kathmandu,27.7,85.3,4.65,83.33,15.37,78.55,21.7,17.46,26.08,18.38,7.7,22.84,2.23,4.69,0.56,4.13,2.38,4.23,0.73,3.5
6/27/2000,Kathmandu,27.7,85.3,1.63,83.44,15.89,81.58,21.64,17.97,25.79,18.41,7.38,22.73,2.2,4.72,0.29,4.43,2.27,4.15,0.47,3.68
6/28/2000,Kathmandu,27.7,85.3,0.42,83.58,15.6,79.01,21.89,17.69,26.29,18.56,7.73,23.41,2.63,5.2,0.29,4.91,2.59,4.7,0.33,4.37
6/29/2000,Kathmandu,27.7,85.3,0.36,83.67,15.39,78.13,21.88,17.54,26.2,18.52,7.68,23.36,2.45,5.28,0.69,4.59,2.59,4.87,0.9,3.97
6/30/2000,Kathmandu,27.7,85.3,2.23,83.58,15.53,80.2,21.58,17.66,25.87,18.06,7.81,23.11,2.56,4.87,0.9,3.97,2.84,4.4,1.76,2.64
7/1/2000,Kathmandu,27.7,85.3,1.26,83.53,15.52,79.68,21.66,17.67,25.99,17.89,8.1,23.39,2.77,5.62,0.47,5.15,2.87,5.13,0.9,4.23
7/2/2000,Kathmandu,27.7,85.3,0.48,83.54,15.53,82.25,21.16,17.64,24.37,18.21,6.16,22.46,2.53,4.99,0.57,4.42,2.69,4.54,0.97,3.56
7/3/2000,Kathmandu,27.7,85.3,0.45,83.49,15.6,78.29,22.03,17.73,26.87,18.24,8.63,23.85,2.49,4.92,0.43,4.49,2.57,4.15,0.98,3.17
7/4/2000,Kathmandu,27.7,85.3,2.14,83.45,15.82,77.63,22.38,17.93,26.99,18.49,8.5,23.92,2.29,4.61,1.01,3.6,2.49,4.09,0.81,3.28
7/5/2000,Kathmandu,27.7,85.3,10.07,83.38,16.11,79.03,22.37,18.27,26.06,19.4,6.66,23.57,2.65,4.71,1.1,3.62,2.94,4.25,1.77,2.48
7/6/2000,Kathmandu,27.7,85.3,29.0,83.39,16.7,89.9,20.85,18.76,23.39,19.1,4.28,21.31,2.4,3.76,1.16,2.6,2.87,3.66,2.01,1.66
7/7/2000,Kathmandu,27.7,85.3,5.57,83.44,15.62,84.83,20.72,17.59,23.92,18.24,5.68,21.18,1.39,3.04,0.44,2.6,1.56,2.54,0.63,1.91
7/8/2000,Kathmandu,27.7,85.3,3.25,83.36,15.27,79.96,21.3,17.26,24.89,18.17,6.72,21.99,1.62,3.07,0.19,2.88,1.66,2.75,0.21,2.54
7/9/2000,Kathmandu,27.7,85.3,2.25,83.19,16.11,81.2,21.89,18.11,25.96,18.69,7.27,23.07,2.04,4.07,0.36,3.71,2.07,3.51,0.28,3.24
7/10/2000,Kathmandu,27.7,85.3,4.11,83.18,16.69,86.72,21.38,18.71,24.21,19.01,5.2,22.31,2.19,4.39,0.79,3.6,2.35,3.94,1.29,2.65
7/11/2000,Kathmandu,27.7,85.3,0.27,83.26,16.12,81.71,21.81,18.13,25.96,18.56,7.4,22.73,2.16,5.23,0.28,4.95,2.21,4.79,0.42,4.37
7/12/2000,Kathmandu,27.7,85.3,2.29,83.29,16.04,77.13,22.68,18.02,27.0,19.28,7.72,23.23,2.72,5.89,0.55,5.34,3.08,6.09,0.94,5.15
7/13/2000,Kathmandu,27.7,85.3,5.9,83.36,16.25,80.89,22.12,18.28,25.9,19.42,6.48,22.88,2.43,4.58,0.36,4.22,2.76,4.46,0.65,3.82
7/14/2000,Kathmandu,27.7,85.3,1.17,83.33,16.04,81.94,21.7,18.06,25.59,18.51,7.08,22.74,2.54,4.96,0.57,4.39,2.82,4.72,0.86,3.86
7/15/2000,Kathmandu,27.7,85.3,1.8,83.25,16.17,83.95,21.42,18.24,25.34,18.65,6.69,22.51,2.41,4.89,0.64,4.25,2.6,4.54,1.12,3.42
7/16/2000,Kathmandu,27.7,85.3,0.39,83.28,16.51,80.45,22.46,18.57,26.79,19.31,7.48,23.76,2.18,4.4,0.34,4.06,2.11,3.89,0.52,3.38
7/17/2000,Kathmandu,27.7,85.3,1.5,83.2,16.88,80.3,22.83,18.93,27.22,19.38,7.84,24.0,2.93,5.99,0.32,5.67,3.07,5.82,0.67,5.14
7/18/2000,Kathmandu,27.7,85.3,5.02,83.07,16.76,81.7,22.41,18.66,26.28,19.36,6.91,23.21,2.63,4.89,0.55,4.34,2.68,4.7,0.7,3.99
7/19/2000,Kathmandu,27.7,85.3,0.68,83.11,15.87,77.76,22.35,17.86,27.04,18.44,8.6,23.42,2.7,5.69,0.27,5.41,2.96,5.72,0.52,5.21
7/20/2000,Kathmandu,27.7,85.3,7.97,83.38,16.13,84.56,21.28,18.2,24.9,18.75,6.16,22.18,2.24,5.57,0.09,5.48,2.42,5.49,0.4,5.09
7/21/2000,Kathmandu,27.7,85.3,10.93,83.59,15.55,85.78,20.5,17.6,24.25,18.19,6.06,21.26,1.97,4.2,0.35,3.84,2.04,3.89,0.76,3.12
7/22/2000,Kathmandu,27.7,85.3,1.1,83.61,15.55,80.45,21.55,17.58,25.8,18.01,7.79,22.67,2.18,4.39,0.4,4.0,2.13,3.85,0.54,3.31
7/23/2000,Kathmandu,27.7,85.3,3.87,83.38,16.33,87.75,20.88,18.42,24.22,18.47,5.74,21.66,2.29,4.39,0.54,3.85,2.44,3.93,0.81,3.12
7/24/2000,Kathmandu,27.7,85.3,4.64,83.39,15.58,85.27,20.6,17.71,24.22,18.12,6.1,21.37,1.63,3.88,0.09,3.79,1.59,3.39,0.11,3.28
7/25/2000,Kathmandu,27.7,85.3,0.81,83.48,15.4,77.3,22.02,17.49,26.39,18.07,8.32,22.67,2.24,4.48,0.36,4.13,2.21,4.02,0.56,3.46
7/26/2000,Kathmandu,27.7,85.3,3.4,83.47,16.11,83.1,21.57,18.21,25.18,18.44,6.74,22.32,2.2,4.13,0.41,3.72,2.29,3.65,0.66,2.99
7/27/2000,Kathmandu,27.7,85.3,9.94,83.48,16.58,87.69,21.16,18.67,24.29,18.99,5.3,21.58,1.63,3.58,0.15,3.44,1.62,3.15,0.25,2.89
7/28/2000,Kathmandu,27.7,85.3,0.65,83.53,16.07,86.41,20.9,18.15,24.18,18.32,5.86,21.56,2.19,4.63,0.27,4.37,2.16,4.19,0.37,3.81
7/29/2000,Kathmandu,27.7,85.3,1.02,83.66,15.65,84.79,20.81,17.83,24.42,18.07,6.35,21.91,2.19,4.47,0.58,3.89,2.44,4.16,1.02,3.14
7/30/2000,Kathmandu,27.7,85.3,4.13,83.66,16.14,85.37,21.19,18.26,25.16,17.58,7.57,22.38,2.27,4.64,0.34,4.3,2.28,4.17,0.43,3.73
7/31/2000,Kathmandu,27.7,85.3,13.27,83.54,16.16,90.04,20.33,18.2,23.14,18.15,4.99,21.04,1.94,4.03,0.21,3.82,2.11,3.9,0.33,3.57
8/1/2000,Kathmandu,27.7,85.3,30.54,83.33,16.68,93.52,20.18,18.71,22.87,18.22,4.65,20.79,3.24,5.64,1.13,4.51,3.7,5.8,1.73,4.06
8/2/2000,Kathmandu,27.7,85.3,6.35,83.35,16.31,92.34,20.03,18.43,23.2,18.21,4.99,20.78,4.0,5.79,2.01,3.78,4.68,5.73,3.42,2.31
8/3/2000,Kathmandu,27.7,85.3,0.47,83.33,16.23,86.94,20.92,18.28,25.14,17.52,7.61,22.06,3.04,5.35,1.26,4.09,3.66,5.31,1.67,3.64
8/4/2000,Kathmandu,27.7,85.3,0.03,83.42,15.72,83.21,21.14,17.85,25.5,17.49,8.02,22.33,2.44,4.66,0.35,4.31,2.67,4.31,0.65,3.66
8/5/2000,Kathmandu,27.7,85.3,0.92,83.45,15.74,82.04,21.39,17.89,25.63,18.03,7.6,22.53,2.07,4.18,0.08,4.1,1.99,3.61,0.09,3.52
8/6/2000,Kathmandu,27.7,85.3,2.84,83.51,16.32,83.85,21.64,18.48,25.52,18.38,7.14,22.53,2.07,4.44,0.22,4.22,2.12,3.91,0.46,3.45
8/7/2000,Kathmandu,27.7,85.3,5.33,83.57,16.01,83.75,21.36,18.06,25.25,18.48,6.78,21.93,1.63,3.32,0.57,2.75,1.75,2.91,0.85,2.06
8/8/2000,Kathmandu,27.7,85.3,1.93,83.59,16.88,85.82,21.82,18.98,25.97,19.03,6.94,22.76,1.89,4.21,0.22,3.99,1.89,3.76,0.25,3.51
8/9/2000,Kathmandu,27.7,85.3,7.97,83.55,16.41,86.34,21.26,18.42,24.55,18.78,5.78,21.94,1.74,3.93,0.45,3.49,1.92,3.47,0.93,2.54
8/10/2000,Kathmandu,27.7,85.3,1.42,83.65,16.09,87.84,20.68,18.16,23.99,18.42,5.57,21.41,1.81,3.8,0.4,3.4,2.18,3.5,0.85,2.65
8/11/2000,Kathmandu,27.7,85.3,0.59,83.62,15.53,86.46,20.36,17.66,23.71,17.82,5.9,21.25,2.14,4.32,0.67,3.64,2.44,3.81,1.45,2.36
8/12/2000,Kathmandu,27.7,85.3,2.26,83.71,15.76,88.47,20.24,17.89,23.6,17.72,5.89,21.06,2.29,4.7,0.63,4.06,2.54,4.31,1.19,3.12
8/13/2000,Kathmandu,27.7,85.3,1.39,83.81,15.14,87.97,19.71,17.24,22.46,17.4,5.06,20.23,1.36,2.84,0.34,2.5,1.45,2.13,0.29,1.84
8/14/2000,Kathmandu,27.7,85.3,0.85,83.69,15.55,82.16,21.22,17.64,25.86,17.51,8.36,22.13,2.32,4.4,0.93,3.47,2.51,4.0,1.09,2.91
8/15/2000,Kathmandu,27.7,85.3,1.79,83.6,16.24,87.5,20.88,18.39,24.36,18.32,6.04,21.79,2.06,3.66,0.81,2.84,2.25,3.06,1.32,1.74
8/16/2000,Kathmandu,27.7,85.3,0.22,83.4,16.18,86.3,21.01,18.29,24.67,17.96,6.71,21.73,2.35,5.03,0.64,4.39,2.44,4.52,0.98,3.54
8/17/2000,Kathmandu,27.7,85.3,0.14,83.31,16.16,84.64,21.28,18.21,24.96,18.15,6.81,21.94,2.08,4.38,0.55,3.83,2.15,3.88,0.71,3.17
8/18/2000,Kathmandu,27.7,85.3,0.04,83.52,16.41,82.38,22.01,18.54,26.36,18.68,7.69,23.14,2.26,4.59,0.44,4.15,2.53,4.19,0.95,3.24
8/19/2000,Kathmandu,27.7,85.3,0.12,83.57,15.91,79.6,22.09,18.11,26.84,17.88,8.96,23.28,2.47,5.1,0.71,4.39,2.62,4.52,1.1,3.42
8/20/2000,Kathmandu,27.7,85.3,0.15,83.52,16.09,84.74,21.24,18.27,24.57,18.58,5.99,22.26,2.4,4.35,0.72,3.63,2.63,3.96,1.14,2.83
8/21/2000,Kathmandu,27.7,85.3,1.12,83.51,15.14,85.66,20.08,17.2,22.93,18.11,4.82,20.72,1.71,3.79,0.13,3.66,1.9,3.46,0.29,3.18
8/22/2000,Kathmandu,27.7,85.3,1.58,83.64,15.44,79.2,21.7,17.54,26.69,17.75,8.94,22.87,2.11,4.5,0.65,3.85,2.22,3.95,1.05,2.9
8/23/2000,Kathmandu,27.7,85.3,0.42,83.68,16.4,84.5,21.62,18.57,25.06,18.6,6.46,22.44,2.23,5.03,0.31,4.72,2.42,4.7,0.25,4.44
8/24/2000,Kathmandu,27.7,85.3,0.74,83.62,15.92,83.36,21.35,18.08,24.95,18.26,6.7,22.23,2.01,4.03,0.44,3.59,2.21,3.57,1.08,2.49
8/25/2000,Kathmandu,27.7,85.3,0.56,83.7,15.88,80.64,21.87,18.05,25.53,18.85,6.68,22.87,1.74,3.77,0.28,3.49,1.79,3.13,0.45,2.67
8/26/2000,Kathmandu,27.7,85.3,0.33,83.7,15.26,73.74,22.69,17.35,27.15,18.98,8.17,23.55,2.13,4.34,0.53,3.81,2.12,3.71,0.49,3.22
8/27/2000,Kathmandu,27.7,85.3,5.38,83.57,16.15,79.77,22.29,18.32,26.64,19.15,7.5,23.58,2.42,4.93,0.41,4.51,2.49,4.38,0.56,3.83
8/28/2000,Kathmandu,27.7,85.3,23.55,83.43,16.76,90.55,20.79,18.8,23.93,18.78,5.15,21.48,2.14,4.93,0.26,4.67,2.35,4.63,0.46,4.16
8/29/2000,Kathmandu,27.7,85.3,56.53,83.32,16.74,94.72,20.03,18.74,22.35,18.57,3.78,20.29,2.0,4.17,0.16,4.01,2.26,3.93,0.32,3.61
8/30/2000,Kathmandu,27.7,85.3,10.12,83.23,16.37,92.78,19.98,18.4,22.57,18.17,4.4,20.22,2.04,4.64,0.36,4.28,2.25,4.57,0.54,4.03
8/31/2000,Kathmandu,27.7,85.3,5.17,83.15,15.67,86.23,20.46,17.66,23.36,17.74,5.62,20.78,1.62,3.33,0.17,3.16,1.65,2.9,0.34,2.56
9/1/2000,Kathmandu,27.7,85.3,7.95,83.2,15.94,84.54,21.06,17.95,24.44,18.67,5.77,21.28,2.07,4.04,0.36,3.68,2.21,3.67,0.36,3.31
9/2/2000,Kathmandu,27.7,85.3,2.21,83.38,15.06,82.51,20.58,17.12,24.18,17.43,6.75,21.02,1.52,2.96,0.35,2.61,1.66,2.43,0.36,2.08
9/3/2000,Kathmandu,27.7,85.3,2.3,83.47,15.87,83.96,21.15,17.87,24.67,18.45,6.22,21.14,1.51,3.15,0.46,2.68,1.57,2.6,0.76,1.84
9/4/2000,Kathmandu,27.7,85.3,1.88,83.62,16.19,86.76,20.97,18.25,24.74,18.31,6.43,21.35,2.1,4.47,0.54,3.93,2.34,4.06,0.8,3.27
9/5/2000,Kathmandu,27.7,85.3,4.61,83.55,15.84,87.28,20.51,17.88,24.3,17.22,7.08,21.07,2.29,4.54,0.91,3.63,2.66,4.27,1.35,2.91
9/6/2000,Kathmandu,27.7,85.3,18.49,83.5,15.69,87.56,20.3,17.78,23.85,17.3,6.55,20.97,2.15,4.26,0.49,3.77,2.33,3.68,0.68,3.0
9/7/2000,Kathmandu,27.7,85.3,13.73,83.58,15.79,88.24,20.29,17.83,23.68,17.35,6.33,20.7,2.24,4.62,0.29,4.33,2.4,4.27,0.64,3.63
9/8/2000,Kathmandu,27.7,85.3,4.78,83.74,15.3,89.26,19.63,17.37,22.75,17.35,5.39,20.1,1.11,2.86,0.05,2.81,1.03,2.32,0.15,2.18
9/9/2000,Kathmandu,27.7,85.3,9.16,83.66,15.1,91.66,18.97,17.12,21.65,17.2,4.45,19.24,1.51,3.81,0.31,3.51,1.61,3.52,0.39,3.13
9/10/2000,Kathmandu,27.7,85.3,11.73,83.53,14.7,87.63,19.25,16.71,22.42,16.7,5.71,19.57,1.48,3.17,0.26,2.91,1.58,2.76,0.29,2.47
9/11/2000,Kathmandu,27.7,85.3,0.68,83.45,15.01,88.92,19.33,17.03,23.28,16.41,6.87,19.94,1.72,3.7,0.15,3.55,1.81,3.11,0.25,2.86
9/12/2000,Kathmandu,27.7,85.3,0.0,83.59,14.65,83.71,19.94,16.62,24.55,16.09,8.46,20.2,1.7,3.67,0.29,3.38,1.67,2.94,0.53,2.41
9/13/2000,Kathmandu,27.7,85.3,1.33,83.8,15.25,82.56,20.85,17.19,24.98,17.61,7.36,20.73,1.75,3.89,0.16,3.74,1.71,3.18,0.22,2.97
9/14/2000,Kathmandu,27.7,85.3,9.02,83.84,15.63,86.76,20.45,17.73,24.11,17.81,6.3,20.5,1.58,3.44,0.24,3.21,1.64,3.09,0.3,2.8
9/15/2000,Kathmandu,27.7,85.3,16.08,83.75,14.96,91.6,18.86,17.01,20.92,17.38,3.54,18.72,1.17,2.58,0.06,2.52,1.29,2.27,0.13,2.14
9/16/2000,Kathmandu,27.7,85.3,8.61,83.74,14.83,88.02,19.36,16.91,22.99,16.65,6.34,19.44,1.28,2.8,0.49,2.31,1.4,2.31,0.71,1.61
9/17/2000,Kathmandu,27.7,85.3,6.07,83.81,15.61,92.14,19.45,17.61,22.91,17.05,5.86,19.64,2.31,4.23,0.41,3.81,2.61,4.56,0.27,4.3
9/18/2000,Kathmandu,27.7,85.3,0.62,83.74,13.83,80.32,19.72,15.75,23.76,16.15,7.61,19.92,1.5,2.84,0.22,2.62,1.59,3.41,0.1,3.31
9/19/2000,Kathmandu,27.7,85.3,1.11,83.85,14.33,87.04,19.01,16.42,22.34,16.67,5.67,19.32,1.95,3.77,0.53,3.24,2.3,3.49,1.13,2.36
9/20/2000,Kathmandu,27.7,85.3,3.91,83.99,13.53,86.29,18.27,15.55,21.98,15.72,6.26,18.69,1.89,3.76,0.63,3.13,2.21,3.27,1.07,2.21
9/21/2000,Kathmandu,27.7,85.3,0.55,84.12,13.31,87.39,17.83,15.27,21.86,14.55,7.32,18.15,2.1,4.06,0.78,3.29,2.48,3.82,1.4,2.42
9/22/2000,Kathmandu,27.7,85.3,0.21,84.14,13.06,89.03,17.25,15.01,20.54,14.81,5.73,17.3,2.09,4.61,0.76,3.85,2.59,4.72,1.45,3.27
9/23/2000,Kathmandu,27.7,85.3,0.03,84.03,12.61,82.92,17.79,14.33,21.49,14.63,6.87,17.74,1.46,3.0,0.13,2.86,1.51,2.6,0.18,2.42
9/24/2000,Kathmandu,27.7,85.3,0.0,83.95,13.17,84.95,18.08,14.85,22.34,15.17,7.17,18.24,1.66,3.51,0.43,3.08,1.7,3.16,0.61,2.54
9/25/2000,Kathmandu,27.7,85.3,0.0,83.92,12.47,80.69,18.03,13.74,22.62,14.82,7.8,17.69,1.71,3.65,0.33,3.32,1.7,3.0,0.51,2.49
9/26/2000,Kathmandu,27.7,85.3,0.0,83.96,11.96,77.25,18.07,13.06,22.54,14.37,8.17,17.47,1.65,3.46,0.28,3.19,1.63,3.06,0.42,2.64
9/27/2000,Kathmandu,27.7,85.3,0.0,83.96,12.28,79.74,17.98,13.62,22.48,14.73,7.75,17.8,1.68,3.55,0.09,3.46,1.69,2.93,0.11,2.82
9/28/2000,Kathmandu,27.7,85.3,0.0,83.92,11.66,76.38,17.85,12.9,22.28,14.64,7.65,17.47,1.74,3.42,0.17,3.25,1.78,2.82,0.25,2.58
9/29/2000,Kathmandu,27.7,85.3,0.0,83.95,10.56,71.29,17.38,11.34,22.01,13.9,8.11,16.71,1.74,3.27,0.63,2.64,1.76,2.6,0.86,1.74
9/30/2000,Kathmandu,27.7,85.3,0.0,83.93,10.77,71.9,17.55,11.72,21.99,13.82,8.17,16.86,1.77,3.39,0.45,2.94,1.82,2.78,0.6,2.19
10/1/2000,Kathmandu,27.7,85.3,0.01,84.03,11.73,75.02,18.25,13.21,23.96,13.54,10.42,18.22,1.73,3.49,0.12,3.37,1.86,3.22,0.1,3.12
10/2/2000,Kathmandu,27.7,85.3,0.03,84.08,12.02,75.81,18.47,13.26,23.19,15.01,8.18,18.08,1.77,3.49,0.38,3.11,1.78,2.84,0.58,2.27
10/3/2000,Kathmandu,27.7,85.3,0.31,84.07,12.44,78.76,18.41,14.06,23.01,15.36,7.65,18.15,1.91,4.11,0.25,3.86,1.93,3.43,0.47,2.96
10/4/2000,Kathmandu,27.7,85.3,0.22,84.03,12.78,80.53,18.48,14.56,23.39,15.06,8.33,18.41,1.86,4.19,0.39,3.8,1.83,3.46,0.46,3.01
10/5/2000,Kathmandu,27.7,85.3,0.1,84.14,12.73,78.4,18.86,14.65,23.8,15.37,8.44,18.63,1.79,3.93,0.36,3.56,1.74,3.1,0.47,2.64
10/6/2000,Kathmandu,27.7,85.3,0.56,84.21,12.31,75.47,18.95,14.18,23.97,15.03,8.94,18.43,1.8,3.85,0.13,3.73,1.79,3.1,0.17,2.93
10/7/2000,Kathmandu,27.7,85.3,0.03,84.15,12.07,72.92,19.18,13.68,24.28,15.25,9.03,18.55,1.8,3.6,0.23,3.37,1.82,2.91,0.37,2.54
10/8/2000,Kathmandu,27.7,85.3,0.0,83.98,12.08,72.56,19.24,13.43,24.27,15.7,8.57,18.78,1.89,4.1,0.27,3.83,1.97,3.5,0.38,3.12
10/9/2000,Kathmandu,27.7,85.3,0.07,83.82,12.23,76.13,18.63,13.69,23.47,15.06,8.41,18.71,1.72,3.26,0.19,3.07,1.74,2.86,0.23,2.63
10/10/2000,Kathmandu,27.7,85.3,0.0,83.88,12.16,75.13,18.76,13.56,23.64,15.29,8.35,18.66,1.82,3.72,0.59,3.12,1.95,3.18,0.87,2.31
10/11/2000,Kathmandu,27.7,85.3,0.0,83.99,10.88,67.64,18.7,11.8,23.71,15.07,8.64,18.07,1.79,3.81,0.67,3.14,1.89,3.43,0.51,2.92
10/12/2000,Kathmandu,27.7,85.3,0.0,83.96,9.55,60.28,18.46,10.13,23.8,14.74,9.06,17.48,1.91,4.03,0.41,3.62,2.04,3.7,0.55,3.14
10/13/2000,Kathmandu,27.7,85.3,0.0,83.77,8.26,54.69,17.67,8.03,23.39,13.77,9.62,16.35,1.91,3.95,0.55,3.39,2.04,3.41,0.77,2.65
10/14/2000,Kathmandu,27.7,85.3,0.0,83.76,7.31,50.21,17.11,6.17,23.19,12.91,10.28,15.62,2.02,3.79,0.45,3.34,2.16,3.41,0.38,3.03
10/15/2000,Kathmandu,27.7,85.3,0.0,83.99,6.42,43.53,17.37,4.23,24.01,12.35,11.66,15.31,2.08,4.1,0.48,3.63,2.21,3.64,0.6,3.04
10/16/2000,Kathmandu,27.7,85.3,0.0,84.17,6.71,41.99,18.66,4.82,25.21,13.8,11.41,16.28,1.98,4.28,0.54,3.74,2.04,3.67,0.49,3.18
10/17/2000,Kathmandu,27.7,85.3,0.0,84.14,7.88,47.04,19.41,7.27,25.65,15.02,10.63,17.47,1.89,3.53,0.15,3.38,2.01,2.86,0.26,2.6
10/18/2000,Kathmandu,27.7,85.3,0.0,83.95,8.22,51.64,18.56,7.9,24.41,14.56,9.85,17.0,2.02,4.46,0.52,3.95,2.08,3.78,0.54,3.24
10/19/2000,Kathmandu,27.7,85.3,0.0,83.88,8.47,55.2,17.95,8.44,23.89,14.51,9.39,16.6,1.91,4.41,0.52,3.9,1.95,3.73,0.45,3.28
10/20/2000,Kathmandu,27.7,85.3,0.0,83.89,8.65,58.17,17.45,8.67,23.17,13.82,9.35,16.32,1.89,4.51,0.62,3.9,1.91,3.73,0.8,2.93
10/21/2000,Kathmandu,27.7,85.3,0.0,83.88,9.08,61.18,17.41,9.31,23.27,13.09,10.18,16.54,1.88,4.5,0.3,4.2,1.87,3.72,0.44,3.28
10/22/2000,Kathmandu,27.7,85.3,0.0,83.86,9.93,68.91,16.93,10.79,21.7,13.52,8.17,16.83,1.7,3.72,0.24,3.48,1.73,3.19,0.38,2.81
10/23/2000,Kathmandu,27.7,85.3,0.0,83.81,9.61,67.46,16.75,10.21,22.2,13.34,8.86,16.62,1.93,4.58,0.13,4.45,2.05,4.06,0.2,3.86
10/24/2000,Kathmandu,27.7,85.3,0.01,84.0,8.37,60.89,16.23,8.24,21.78,12.26,9.52,15.47,1.9,3.88,0.44,3.44,1.97,3.23,0.4,2.83
10/25/2000,Kathmandu,27.7,85.3,0.02,84.17,8.45,62.72,15.95,8.38,21.22,11.83,9.39,15.37,1.87,3.73,0.42,3.31,1.96,2.97,0.51,2.47
10/26/2000,Kathmandu,27.7,85.3,0.05,84.14,9.0,64.14,16.58,9.33,22.38,12.21,10.17,16.57,1.84,3.59,0.32,3.27,1.95,2.97,0.4,2.57
10/27/2000,Kathmandu,27.7,85.3,0.0,84.14,9.1,64.45,16.67,9.57,22.55,12.26,10.29,16.69,2.16,4.4,0.65,3.75,2.38,3.83,1.04,2.79
10/28/2000,Kathmandu,27.7,85.3,0.0,84.2,8.41,59.07,16.82,7.95,23.11,11.9,11.21,16.38,1.87,4.41,0.26,4.15,1.89,3.9,0.31,3.59
10/29/2000,Kathmandu,27.7,85.3,0.0,84.34,7.18,54.36,15.68,5.33,22.32,9.95,12.37,14.81,1.86,4.48,0.66,3.82,1.86,3.85,0.69,3.16
10/30/2000,Kathmandu,27.7,85.3,0.0,84.17,6.83,49.79,16.24,4.97,23.06,11.56,11.5,14.68,2.03,4.43,0.74,3.69,2.08,3.68,1.0,2.67
10/31/2000,Kathmandu,27.7,85.3,0.0,84.1,7.37,53.61,16.26,6.28,22.23,12.5,9.73,14.57,1.72,4.22,0.4,3.83,1.65,3.44,0.53,2.9
11/1/2000,Kathmandu,27.7,85.3,0.0,84.29,7.51,56.26,15.84,6.79,21.8,11.72,10.09,14.41,1.99,4.26,0.43,3.83,2.04,3.55,0.58,2.96
11/2/2000,Kathmandu,27.7,85.3,0.0,84.4,7.45,56.69,15.62,6.76,21.83,11.41,10.42,14.59,2.03,4.18,0.37,3.81,2.11,3.53,0.5,3.03
11/3/2000,Kathmandu,27.7,85.3,0.0,84.41,7.2,54.8,15.61,6.12,22.18,10.87,11.31,14.52,2.16,4.95,0.66,4.3,2.28,4.24,0.89,3.35
11/4/2000,Kathmandu,27.7,85.3,0.0,84.43,7.87,58.97,15.86,7.35,22.28,11.81,10.47,14.85,2.0,4.8,0.51,4.28,2.11,4.13,0.78,3.35
11/5/2000,Kathmandu,27.7,85.3,0.0,84.2,7.57,59.04,15.18,6.86,21.26,11.48,9.78,14.22,1.89,4.47,0.21,4.26,1.98,3.78,0.36,3.42
11/6/2000,Kathmandu,27.7,85.3,0.0,83.98,6.36,52.1,14.41,4.4,20.77,11.05,9.72,12.85,1.9,4.37,0.41,3.96,2.06,3.85,0.63,3.22
11/7/2000,Kathmandu,27.7,85.3,0.0,84.11,5.57,46.05,14.3,2.43,20.26,10.47,9.79,12.01,1.87,4.42,0.73,3.69,1.93,3.87,0.83,3.03
11/8/2000,Kathmandu,27.7,85.3,0.0,84.21,5.17,41.67,14.71,1.44,21.2,10.91,10.29,12.16,1.81,4.83,0.5,4.33,1.83,4.28,0.4,3.87
